,Unnamed: 0.1,Unnamed: 0,기업명,기업구분,사원수,설립일(업력),홈페이지,지역,별점,입사율,퇴사율
315,330,331,(주)에스브이씨,중소기업,8 명  (2022년 기준),2018년 8월 6일 (업력 4년) ,,경남 양산시,,0.00 % (0 명),0.00 % (0 명)
316,332,333,에프원소프트(주),"중소기업, 스타트업, 병역특례 인증업체",0,0,www.f1soft.co.kr,경기 화성시,2.5,35.14 % (13 명),37.84 % (14 명)
317,333,334,에프원소프트(주),"중소기업, 스타트업, 병역특례 인증업체",0,0,www.f1soft.co.kr,경기 화성시,2.5,35.14 % (13 명),37.84 % (14 명)
318,334,335,(주)에스티에이테스팅컨설팅,"중소기업, 스타트업, 주식회사",185 명  (2022년 기준),0,www.sta.co.kr,서울 강남구,2.5,32.71 % (70 명),45.79 % (98 명)
319,335,336,(주)에스티에이테스팅컨설팅,"중소기업, 스타트업, 주식회사",185 명  (2022년 기준),0,www.sta.co.kr,서울 강남구,2.5,32.71 % (70 명),45.79 % (98 명)
320,336,337,(주)플랜아이,"중소기업, 주식회사, 병역특례 인증업체,..",116 명  (2022년 기준),2004년 11월 26일 (업력 18년) ,www.plani.co.kr,대전 유성구,3.0,30.36 % (34 명),28.57 % (32 명)
321,337,338,(주)발렌타인드림,"중소기업, 연구소, 주식회사",0,0,www.bdm.works/,서울 강남구,2.7,175.86 % (51 명),127.59 % (37 명)
322,338,339,(주)유라,중견기업,0,0,www.yura.co.kr,경기 화성시,2.2,23.00 % (109 명),19.62 % (93 명)
323,339,340,한국딥러닝(주),"중소기업, 주식회사",0,2019년 5월 20일 (업력 3년) ,www.koreadeep.com/,경기 성남시,,157.14 % (22 명),85.71 % (12 명)
324,342,343,한국딥러닝(주),"중소기업, 주식회사",0,2019년 5월 20일 (업력 3년) ,www.koreadeep.com/,경기 성남시,,157.14 % (22 명),85.71 % (12 명)
325,340,341,원테크원(주),중소기업,12 명  (2022년 기준),2020년 2월 6일 (업력 2년) ,,경기 하남시,,,
326,345,346,원테크원(주),중소기업,12 명  (2022년 기준),2020년 2월 6일 (업력 2년) ,,경기 하남시,,,
327,341,342,디휴브,"중소기업, 주식회사",0,0,,경기 고양시,1.0,,
328,343,344,(주)더컴퍼니,"중소기업, 주식회사",0,2016년 5월 17일 (업력 6년) ,bestco.kr,경남 창원시,2.5,28.57 % (2 명),42.86 % (3 명)
329,346,347,에이에프주식회사,,0,0,,경기 화성시,,,
330,347,348,캐논코리아 주식회사,"대기업, 1000대기업, 외국인 투자기업, ..",0,0,https://kr.canon/,서울 강남구,2.7,24.69 % (315 명),30.49 % (389 명)
331,348,349,(주)스마일게이트엔터테인먼트,"중견기업, 주식회사, 외부감사법인",791 명  (2021년 기준),2002년 6월 11일 (업력 20년) ,www.smilegate.com,경기 성남시,3.3,25.77 % (202 명),17.60 % (138 명)
332,349,350,(주)에이치엠이스퀘어,"중소기업, 주식회사",0,2020년 2월 7일 (업력 2년) ,www.hmesquare.com,대전 유성구,,130.00 % (13 명),100.00 % (10 명)
333,350,351,주식회사 한국미래에너지,주식회사,25 명  (2021년 기준),0,www.rfems.com,부산 강서구,3.0,42.31 % (11 명),84.62 % (22 명)
334,351,352,스타법무법인,중소기업,0,2022년 4월 6일 (업력 0년) ,www.star-law.com/08_career/,대구 중구,2.5,,
335,352,353,(주)이루온아이앤에스,"중소기업, 주식회사",0,0,www.eluonins.com,경기 성남시,3.3,43.10 % (25 명),44.83 % (26 명)
336,353,354,(주)인실리코젠,"중소기업, 주식회사, 병역특례 인증업체",0,0,insilicogen.com,경기 용인시,2.7,42.86 % (21 명),20.41 % (10 명)
337,354,355,주식회사 아이디케이,"중소기업, 주식회사",0,0,,대전 유성구,,88.89 % (16 명),72.22 % (13 명)
338,355,356,(주)아인스텍,"중소기업, 주식회사",12 명  (2017년 기준),2002년 4월 25일 (업력 20년) ,www.einstek.com,경기 고양시,2.5,,
